Iteration,File,Buffer Size,Jitter Magnitude,Policy,Base Length for Thresholding,Threshold,Decay,Average Queue Size,Std Dev Queue Size,Average Frame Time,Std Dev Frame Time,Interrupt Count,Interrupts Magnitude(ms),Interrupt Mag (ms/s),Std Interrupt Mag,Interrupt Frequency (/s)
841,jitter_values_20250301_141532.csv,0,80,QM,3,600,5.0,4.308890330953926,1.5711964737984914,16.65734383192732,11.168874377468708,39,"33.7514, 182.0502, 170.7982, 129.053, 114.2479, 50.4141, 145.4188, 131.6652, 117.7967, 87.3819, 106.2994, 117.3564, 123.2041, 100.6475, 54.7073, 116.5733, 54.1368, 132.5949, 100.2267, 45.8123, 67.5216, 117.3785, 104.2173, 123.3273, 101.7648, 121.2801, 72.272, 121.8119, 117.781, 67.50649, 103.0712, 115.4534, 102.931, 85.6712, 103.8418, 119.7828, 119.0037, 104.3217, 132.0152",49.8590015495891,31.446780905984703,0.6907422878020797
842,jitter_values_20250301_141656.csv,0,80,QM,3,600,5.0,3.98546042003231,1.3304093054906887,16.693273922455575,9.820806590070914,32,"170.0763, 151.2282, 100.2189, 132.0618, 118.4539, 102.3089, 99.21449, 99.773, 98.6995, 117.4042, 33.5371, 114.1374, 135.5317, 100.2311, 88.1634, 120.6475, 131.9492, 100.1519, 83.6514, 118.9885, 88.3221, 87.8735, 33.6933, 50.697, 116.8519, 125.4031, 103.0616, 89.8846, 122.8141, 35.4909, 104.1925, 102.6651",38.98517723751912,30.608522956330923,0.5643096020909797
843,jitter_values_20250301_141821.csv,0,80,QM,3,600,5.0,3.929977412068409,1.7064989036635567,16.702415940626008,9.00364532261783,28,"155.1291, 133.7252, 102.2825, 100.6657, 104.5671, 113.9218, 105.1048, 103.14, 119.3781, 101.6296, 34.4224, 118.7466, 104.9475, 105.068, 103.9725, 85.8369, 102.5604, 53.9985, 86.7766, 102.2603, 67.2308, 86.4724, 100.517, 116.7101, 117.2953, 100.755, 121.7005, 117.07",34.022181386484256,22.73712393003416,0.4929344205044941
844,jitter_values_20250301_141945.csv,0,80,QM,3,600,5.0,3.972509702457956,1.3388483204624368,16.698734123544632,9.45556168129617,28,"167.2961, 151.7839, 134.9684, 134.729, 99.0674, 80.04671, 83.6016, 99.7098, 107.7237, 124.1906, 89.6135, 64.9188, 90.5786, 108.8656, 117.2476, 122.2829, 99.5824, 106.8814, 117.9601, 106.4817, 107.337, 57.632, 105.3216, 107.0216, 123.4818, 57.4577, 105.3796, 123.0113",36.37359475716908,24.75867877183724,0.4941970840697905
845,jitter_values_20250301_142110.csv,0,80,QM,3,600,5.0,4.024719101123596,1.1741566110783297,16.65516867094703,8.956499309760812,23,"148.9711, 113.6761, 117.9007, 119.7893, 68.0105, 101.0942, 104.6428, 87.72871, 85.2907, 132.6731, 118.9936, 119.1348, 117.257, 134.5603, 99.1812, 132.5315, 133.0366, 84.7449, 130.8014, 100.6602, 118.5351, 105.4261, 122.8373",32.09642191288372,19.083597137305627,0.4032190621072972
846,jitter_values_20250301_142234.csv,0,80,QM,3,600,5.0,4.165916398713827,1.2651636877206105,16.705660614147913,9.569258303285691,30,"166.8004, 149.429, 134.7687, 100.4326, 102.2284, 108.4273, 104.1133, 124.6244, 106.1927, 99.0252, 108.4282, 120.6502, 125.0262, 119.4683, 110.3491, 87.4312, 70.4635, 72.8378, 107.8984, 87.9922, 101.125, 87.927, 87.8086, 41.4492, 103.896, 121.3062, 107.451, 85.52151, 101.1089, 117.0015",37.94020806021448,23.32393953143572,0.5266591370245659
847,jitter_values_20250301_142359.csv,0,80,QM,3,600,5.0,4.507279197670656,1.4920052554255996,16.695754962795213,9.720431578928842,32,"172.316, 123.3829, 103.5973, 103.1886, 103.1912, 103.5208, 94.4768, 76.27689, 124.7551, 74.1542, 41.9022, 97.9047, 88.052, 92.9598, 106.2146, 90.9811, 104.4061, 107.3021, 92.1556, 105.208, 103.8103, 123.8404, 103.6882, 102.6901, 123.046, 107.1241, 103.3214, 104.462, 107.0323, 104.0065, 104.8569, 121.7223",39.696015611027306,20.085637316409816,0.5648467732349147
848,jitter_values_20250301_142523.csv,0,80,QM,3,600,5.0,4.174541947926712,1.4488296332550643,16.701871648987463,9.282177803132434,30,"165.5318, 149.7575, 100.6492, 118.3758, 115.9214, 96.4628, 117.2601, 39.3322, 86.6378, 106.6399, 102.4081, 70.3716, 66.3574, 123.7519, 105.3156, 71.9437, 103.0462, 122.8737, 102.437, 103.2761, 119.8066, 101.7404, 54.7915, 68.7342, 122.385, 101.859, 103.017, 103.844, 101.1119, 102.382",35.94347173929577,25.42622682333779,0.5265102028275083
849,jitter_values_20250301_142647.csv,0,80,QM,3,600,5.0,4.571933204881182,1.2994336360616134,16.699789948619138,9.242435159915088,27,"186.4472, 152.0066, 118.9853, 118.5931, 62.978, 118.2124, 103.418, 104.5986, 101.0741, 38.9642, 101.0107, 103.6659, 88.7683, 103.0143, 70.9511, 123.107, 100.1945, 103.2066, 86.9076, 85.4954, 102.5982, 104.9231, 116.4613, 116.8575, 117.5169, 133.6752, 118.4849",34.75424682149504,26.80900669226735,0.4734156188143616
850,jitter_values_20250301_142812.csv,0,80,QM,3,600,5.0,3.8678288431061807,1.1264228130243708,16.69787242472266,8.136440832983627,19,"169.2896, 150.593, 103.0124, 119.5263, 86.4662, 104.5008, 103.9082, 135.397, 106.383, 86.9781, 103.3383, 106.9594, 123.3652, 106.0099, 105.3897, 121.8178, 106.3412, 87.4573, 121.8322",26.258780195530967,20.52218456861796,0.3292675577608767
